,Fund_Ticker,Benchmark_Index,R_Squared,Beta,Alpha,Treynor_Ratio,Currency,Year_Trailing,Std_Dev,Return,Sharpe_Ratio,Sortino_Ratio
233,AXBAX,Morningstar Moderate Target Risk,97.38,1.38,-1.83,3.81,USD,10,13.56,6.8,0.44,0.62
234,NGAMX,Barclays Municipal TR USD,94.61,0.88,-0.61,2.57,USD,10,3.94,3.79,0.57,0.86
235,VDIGX,S&P 500 TR USD,91.58,0.87,0.3,21.04,USD,10,12.02,9.48,0.69,1.0
236,GEQAX,S&P 500 TR USD,88.2,0.86,0.04,20.68,USD,10,12.53,8.63,0.6,0.86
237,FTABX,Barclays Municipal TR USD,98.83,1.03,0.09,3.38,USD,10,4.52,5.01,0.76,1.14
238,AQEAX,S&P 500 TR USD,95.99,1.1,-1.2,19.66,USD,10,15.42,8.01,0.48,0.68
239,FSTGX,Barclays US Agg Bond TR USD,75.5,0.71,-0.02,3.23,USD,10,2.67,3.82,0.85,1.58
240,FMHTX,Barclays Municipal TR USD,96.28,0.86,0.05,3.35,USD,10,3.82,4.41,0.74,1.1
241,FSIIX,MSCI ACWI Ex USA NR USD,96.27,0.97,-0.5,3.89,USD,10,18.61,5.3,0.29,0.41
242,TRRIX,Morningstar Moderate Target Risk,98.2,0.78,-0.01,5.46,USD,10,7.54,5.76,0.58,0.84
243,VTTHX,Morningstar Moderate Target Risk,97.91,1.43,-1.89,3.79,USD,10,13.99,6.96,0.44,0.62
244,FFXSX,Barclays US Agg Bond TR USD,61.88,0.42,0.16,3.66,USD,10,1.76,3.05,0.87,1.63
245,FDCPX,MSCI ACWI NR USD,67.95,1.07,4.01,8.41,USD,10,21.45,10.52,0.5,0.75
246,FLCSX,S&P 500 TR USD,92.8,1.1,0.51,21.53,USD,10,18.07,9.3,0.5,0.73
247,FLSAX,S&P 500 TR USD,71.88,1.11,-0.37,20.41,USD,10,23.09,9.47,0.45,0.62
248,FRBSX,S&P 500 TR USD,77.94,1.1,-5.36,15.07,USD,10,17.97,6.09,0.34,0.46
249,OPITX,Barclays Municipal TR USD,58.38,0.81,-0.24,2.93,USD,10,4.64,3.9,0.52,0.74
250,VGENX,MSCI ACWI NR USD,65.59,1.14,1.92,5.92,USD,10,23.32,8.26,0.4,0.58
251,FRFLX,Barclays Municipal TR USD,93.18,0.98,-0.59,2.65,USD,10,4.43,4.12,0.58,0.84
252,PCIMX,Barclays Municipal TR USD,82.91,0.86,-0.92,2.17,USD,10,4.12,3.39,0.46,0.7
253,FUSEX,S&P 500 TR USD,100.0,1.0,-0.09,20.76,USD,10,14.7,8.0,0.5,0.7
254,CREEX,MSCI ACWI NR USD,54.28,1.08,2.01,5.64,USD,10,24.33,7.64,0.37,0.52
255,VUSTX,Barclays US Agg Bond TR USD,64.22,2.73,-2.7,2.1,USD,10,11.15,7.25,0.55,0.98
256,FREEX,MSCI ACWI NR USD,55.99,1.1,-0.87,2.88,USD,10,24.32,4.7,0.25,0.34
257,FDVLX,S&P 500 TR USD,85.87,1.1,-0.03,20.88,USD,10,20.24,8.49,0.43,0.61
258,BFRAX,Barclays US Agg Bond TR USD,0.1,0.07,2.31,33.11,USD,10,7.26,3.84,0.35,0.43
259,PRGSX,MSCI ACWI Ex USA NR USD,88.22,1.03,2.03,6.16,USD,10,20.57,7.85,0.4,0.55
260,FIREX,MSCI ACWI NR USD,82.29,1.16,-1.83,2.95,USD,10,21.16,4.94,0.26,0.37
261,FKCGX,S&P 500 TR USD,74.06,1.15,-6.38,14.32,USD,10,16.17,7.66,0.44,0.65
262,SMGIX,S&P 500 TR USD,96.37,1.05,0.32,21.28,USD,10,15.3,10.72,0.64,0.96
263,FRRAX,Barclays US Agg Bond TR USD,14.4,0.57,0.36,3.74,USD,10,4.97,3.66,0.45,0.6
264,IUTIX,Barclays US Agg Bond TR USD,70.11,1.05,-0.67,2.58,USD,10,4.11,4.24,0.66,1.16
265,PRTNX,Barclays US Agg Bond TR USD,52.83,1.59,-1.87,1.95,USD,10,7.14,4.61,0.45,0.66
266,VWAHX,Barclays Municipal TR USD,89.73,1.15,-0.29,3.01,USD,10,5.31,4.99,0.65,0.98
267,FRSTX,Barclays US Agg Bond TR USD,17.08,0.77,2.07,5.89,USD,10,6.04,6.05,0.75,1.09
268,AEPGX,MSCI ACWI Ex USA NR USD,96.7,0.91,1.8,6.65,USD,10,17.41,7.57,0.42,0.6
269,PFMIX,Barclays Municipal TR USD,73.03,1.2,-1.68,1.77,USD,10,6.18,3.66,0.36,0.5
270,PRFEX,MSCI ACWI Ex USA NR USD,96.47,1.04,-0.05,4.24,USD,10,19.85,5.92,0.32,0.44
271,PRWAX,S&P 500 TR USD,74.05,1.02,-1.18,19.35,USD,10,16.35,9.59,0.55,0.81
272,FJSCX,MSCI ACWI Ex USA NR USD,44.49,0.74,-1.68,0.97,USD,10,20.82,2.24,0.14,0.2
273,PTLDX,Barclays US Agg Bond TR USD,29.08,0.51,0.72,4.67,USD,10,3.08,3.92,0.76,1.25
274,SSGRX,MSCI ACWI NR USD,53.74,1.42,-1.45,1.7,USD,10,32.03,3.93,0.24,0.34
275,FTQGX,S&P 500 TR USD,71.98,1.07,-2.29,18.21,USD,10,15.88,10.47,0.61,0.92
276,MDLRX,S&P 500 TR USD,90.77,1.08,-2.61,18.02,USD,10,15.95,6.87,0.4,0.56
277,VEXPX,S&P 500 TR USD,73.91,1.2,-5.08,15.86,USD,10,18.72,8.55,0.45,0.66
278,TRSGX,Morningstar Moderate Target Risk,96.75,1.49,-1.46,4.12,USD,10,14.62,7.65,0.48,0.67
279,IGBFX,Barclays US Agg Bond TR USD,42.94,1.24,-2.29,1.26,USD,10,6.21,3.1,0.28,0.41
280,MDLHX,S&P 500 TR USD,89.49,1.12,-2.61,18.17,USD,10,16.39,7.82,0.45,0.64
281,FBIOX,MSCI ACWI NR USD,27.82,0.65,12.15,23.94,USD,10,20.18,16.98,0.8,1.38
282,PLDIX,Barclays US Agg Bond TR USD,20.64,0.47,0.69,4.68,USD,10,3.38,3.74,0.65,0.97
283,UBVLX,S&P 500 TR USD,79.07,1.17,-2.23,18.63,USD,10,21.72,9.38,0.45,0.67
284,QVOPX,Morningstar Moderate Target Risk,70.14,0.66,-1.19,3.49,USD,10,7.63,3.82,0.33,0.45
285,FSESX,MSCI ACWI NR USD,55.76,1.43,0.62,3.23,USD,10,31.63,6.13,0.31,0.42
286,FGOVX,Barclays US Agg Bond TR USD,83.86,0.94,-0.07,3.18,USD,10,3.32,4.5,0.88,1.68
287,USPAX,MSCI ACWI Ex USA NR USD,87.66,0.93,0.71,5.14,USD,10,18.72,6.31,0.34,0.48
288,OPTAX,Barclays Municipal TR USD,51.94,1.99,-4.48,0.67,USD,10,12.16,2.85,0.17,0.22
289,FFTHX,Morningstar Moderate Target Risk,97.33,1.46,-2.67,3.23,USD,10,14.28,6.23,0.39,0.54
290,FHKCX,MSCI ACWI Ex USA NR USD,74.3,1.0,5.64,9.86,USD,10,21.93,11.43,0.54,0.82
291,VIGRX,S&P 500 TR USD,89.94,1.06,-1.26,19.48,USD,10,15.2,9.0,0.54,0.79
292,OTCFX,S&P 500 TR USD,69.78,1.1,-3.13,17.39,USD,10,18.59,9.79,0.52,0.76
293,FIUIX,MSCI ACWI NR USD,53.2,0.59,4.39,12.89,USD,10,13.36,9.12,0.61,0.84
294,ANWPX,MSCI ACWI Ex USA NR USD,93.05,0.8,3.2,8.94,USD,10,15.62,8.7,0.52,0.75
295,PBDIX,Barclays US Agg Bond TR USD,99.06,1.0,-0.04,3.23,USD,10,3.24,4.77,0.97,1.74
296,MSIGX,S&P 500 TR USD,93.76,1.04,-1.23,19.46,USD,10,15.33,7.4,0.44,0.63
297,TRHYX,Barclays US Agg Bond TR USD,5.08,0.59,4.26,10.23,USD,10,8.54,7.57,0.72,1.01
298,VFISX,Barclays US Agg Bond TR USD,49.4,0.34,0.18,3.81,USD,10,1.62,2.8,0.81,1.49
299,TEGOX,MSCI ACWI Ex USA NR USD,95.16,0.91,1.06,5.74,USD,10,17.58,6.75,0.38,0.53
300,FTTMX,Barclays Municipal TR USD,90.77,0.9,-0.34,2.89,USD,10,4.12,4.12,0.62,0.87
301,TEPLX,MSCI ACWI Ex USA NR USD,91.28,0.89,-0.42,3.99,USD,10,17.56,5.09,0.29,0.4
302,ABUAX,Morningstar Moderate Target Risk,98.24,0.96,-0.3,5.07,USD,10,9.34,6.39,0.55,0.79
303,TRIGX,MSCI ACWI Ex USA NR USD,96.32,1.0,-0.22,4.13,USD,10,19.24,5.67,0.31,0.43
304,OPPAX,MSCI ACWI Ex USA NR USD,90.96,0.9,1.82,6.63,USD,10,17.66,7.47,0.41,0.59
305,FSCDX,S&P 500 TR USD,79.57,1.25,-8.64,12.83,USD,10,15.38,8.62,0.52,0.77
306,QVGIX,Morningstar Moderate Target Risk,88.33,1.28,-4.6,1.42,USD,10,13.13,3.34,0.2,0.28
307,VTIVX,Morningstar Moderate Target Risk,98.01,1.45,-1.67,3.97,USD,10,14.18,7.28,0.46,0.65
308,VUVLX,S&P 500 TR USD,93.44,1.05,0.67,21.66,USD,10,15.41,7.13,0.43,0.59
309,FRDPX,S&P 500 TR USD,85.86,0.85,-0.91,19.36,USD,10,13.01,7.37,0.5,0.7
310,FSEMX,S&P 500 TR USD,78.89,1.18,-3.73,17.14,USD,10,18.21,9.69,0.52,0.75
311,FBTAX,MSCI ACWI NR USD,28.64,0.65,11.63,22.92,USD,10,20.06,16.45,0.78,1.33
312,TRRBX,Morningstar Moderate Target Risk,97.63,1.31,-1.23,4.25,USD,10,12.84,7.1,0.48,0.68
313,FSLEX,MSCI ACWI NR USD,77.21,0.92,-0.16,4.73,USD,10,17.26,5.86,0.33,0.47
314,FKSCX,MSCI ACWI Ex USA NR USD,83.96,0.85,6.63,12.82,USD,10,17.48,12.44,0.68,1.02
315,VIPSX,Barclays US Agg Bond TR USD,59.4,1.49,-1.78,1.95,USD,10,6.34,4.44,0.48,0.69
316,PRHSX,MSCI ACWI NR USD,58.46,0.75,11.27,21.35,USD,10,16.17,17.53,0.99,1.57
317,FRMCX,S&P 500 TR USD,53.21,0.86,-1.73,18.02,USD,10,15.94,8.3,0.49,0.71
318,VTMFX,Morningstar Moderate Target Risk,90.96,0.76,1.03,6.9,USD,10,7.62,6.74,0.69,1.02
319,FIIAX,S&P 500 TR USD,83.01,1.19,-7.06,13.96,USD,10,16.56,9.16,0.52,0.76
320,FBDIX,MSCI ACWI NR USD,30.84,0.66,10.65,21.19,USD,10,19.57,15.49,0.76,1.29
321,VSEAX,S&P 500 TR USD,75.52,1.05,-2.38,18.10,USD,10,16.47,11.35,0.65,0.96
322,PRVAX,Barclays Municipal TR USD,97.69,1.04,-0.41,2.88,USD,10,4.6,4.53,0.65,0.95
323,VEURX,MSCI ACWI Ex USA NR USD,93.87,1.05,-0.35,3.87,USD,10,20.35,5.58,0.3,0.42
324,PFUIX,Barclays US Agg Bond TR USD,35.46,1.68,-1.9,1.91,USD,10,9.24,4.73,0.38,0.6
325,ONIAX,Barclays US Agg Bond TR USD,67.03,0.89,0.92,4.33,USD,10,3.45,5.36,1.06,1.67
326,TRBCX,S&P 500 TR USD,75.43,1.13,-0.9,19.90,USD,10,16.41,9.34,0.54,0.78
327,FMCSX,S&P 500 TR USD,80.65,1.11,-3.37,17.28,USD,10,19.62,9.66,0.5,0.7
328,FCLAX,MSCI ACWI NR USD,83.8,1.13,3.73,8.25,USD,10,20.44,10.87,0.54,0.78
329,VEXMX,S&P 500 TR USD,78.67,1.18,-3.75,17.12,USD,10,18.66,9.44,0.5,0.72
330,VSBPX,S&P 500 TR USD,98.21,1.1,-0.4,20.56,USD,10,15.45,8.68,0.52,0.73
331,PMBAX,Barclays Municipal TR USD,97.01,0.93,-0.54,2.68,USD,10,4.09,4.01,0.6,0.9
332,AHITX,Barclays US Agg Bond TR USD,5.27,0.68,3.12,7.4,USD,10,9.64,6.54,0.55,0.74
333,SSCVX,S&P 500 TR USD,76.94,1.32,-5.42,16.08,USD,10,21.29,7.8,0.39,0.56
334,OEQAX,S&P 500 TR USD,93.44,1.02,-2.63,17.83,USD,10,16.11,6.78,0.4,0.55
335,OPSIX,Barclays US Agg Bond TR USD,20.13,1.0,1.12,4.21,USD,10,7.33,5.75,0.59,0.82
336,NSMIX,Barclays Municipal TR USD,54.07,0.19,0.21,4.43,USD,10,1.08,2.36,0.73,1.32
337,VWINX,Morningstar Moderate Target Risk,78.7,0.57,2.62,10.32,USD,10,6.18,7.42,0.94,1.44
338,FEQIX,S&P 500 TR USD,91.24,0.9,-0.02,20.67,USD,10,16.51,6.06,0.35,0.48
339,FFVFX,Morningstar Moderate Target Risk,97.53,1.0,-1.12,4.2,USD,10,9.79,5.73,0.46,0.65
340,CMBFX,Barclays Municipal TR USD,95.61,0.81,-0.24,2.99,USD,10,3.62,3.95,0.66,1.02
341,FSCRX,S&P 500 TR USD,70.0,1.15,-1.88,18.86,USD,10,20.22,12.05,0.59,0.89
342,SMCWX,MSCI ACWI Ex USA NR USD,88.56,0.94,3.08,7.79,USD,10,18.8,8.85,0.47,0.65
343,FCYIX,MSCI ACWI NR USD,83.8,1.12,3.87,8.42,USD,10,20.3,10.99,0.54,0.79
344,FLVAX,S&P 500 TR USD,91.96,1.07,-3.46,17.09,USD,10,15.95,5.49,0.32,0.45
345,HLGAX,Barclays US Agg Bond TR USD,83.19,1.1,-0.18,3.09,USD,10,3.93,4.93,0.85,1.56
346,FSMVX,S&P 500 TR USD,87.41,1.1,1.13,22.18,USD,10,18.28,9.88,0.53,0.75
347,VGTSX,MSCI ACWI Ex USA NR USD,98.33,1.01,-0.31,4.07,USD,10,19.21,5.64,0.31,0.43
348,FATHX,Morningstar Moderate Target Risk,97.24,1.48,-3.12,2.92,USD,10,14.48,5.84,0.36,0.5
349,FSAIX,MSCI ACWI NR USD,42.38,0.88,7.66,13.12,USD,10,22.22,13.01,0.6,0.91
350,EQPGX,S&P 500 TR USD,67.81,1.03,-1.01,19.51,USD,10,16.86,8.2,0.46,0.67
351,OOSAX,Barclays US Agg Bond TR USD,0.03,-0.04,3.56,-78.78,USD,10,7.37,4.76,0.46,0.61
352,VTTVX,Morningstar Moderate Target Risk,98.2,1.22,-1.36,4.11,USD,10,11.91,6.54,0.47,0.65
353,RPSIX,Barclays US Agg Bond TR USD,24.95,0.84,1.62,5.16,USD,10,5.46,5.85,0.79,1.18
354,VBLTX,Barclays US Agg Bond TR USD,84.19,2.66,-2.51,2.21,USD,10,9.47,7.41,0.64,1.11
355,JPGSX,S&P 500 TR USD,90.68,1.04,0.47,21.42,USD,10,15.38,9.1,0.55,0.78
356,FTFIX,Barclays Municipal TR USD,92.35,1.05,-0.47,2.8,USD,10,4.75,4.46,0.62,0.88
357,OPMSX,S&P 500 TR USD,81.73,1.11,-2.21,18.52,USD,10,20.42,8.61,0.43,0.64
358,ALDAX,Barclays US Agg Bond TR USD,32.81,0.49,0.5,4.26,USD,10,2.74,3.62,0.74,1.15
359,SMCEX,S&P 500 TR USD,64.81,1.17,-8.29,12.42,USD,10,19.53,7.88,0.41,0.59
360,VEUAX,MSCI ACWI Ex USA NR USD,91.37,1.06,1.27,5.42,USD,10,20.9,7.28,0.37,0.53
361,COTZX,Morningstar Moderate Target Risk,90.29,1.17,-0.88,4.46,USD,10,11.87,6.74,0.48,0.68
362,TEMFX,MSCI ACWI Ex USA NR USD,93.98,1.03,-0.3,3.96,USD,10,19.97,5.6,0.3,0.42
363,STLDX,Morningstar Moderate Target Risk,98.0,1.29,-2.54,3.17,USD,10,12.62,5.62,0.38,0.52
364,FINEX,MSCI ACWI Ex USA NR USD,90.04,1.07,-0.67,3.4,USD,10,21.16,5.16,0.28,0.38
365,FICNX,Barclays Municipal TR USD,97.0,0.92,-0.3,2.96,USD,10,4.07,4.24,0.66,1.0
366,PIGIX,Barclays US Agg Bond TR USD,64.87,1.44,1.33,4.21,USD,10,5.77,7.58,1.02,1.71
367,OIEAX,MSCI ACWI Ex USA NR USD,95.8,1.03,-0.84,3.45,USD,10,19.73,5.06,0.28,0.38
368,JPIOX,MSCI ACWI Ex USA NR USD,95.61,0.97,-0.09,4.32,USD,10,18.64,5.71,0.31,0.44
369,RMUNX,Barclays Municipal TR USD,63.4,1.87,-2.64,1.63,USD,10,10.36,4.57,0.34,0.48
370,JPDVX,Morningstar Moderate Target Risk,98.1,1.12,-0.04,5.3,USD,10,10.92,7.47,0.58,0.84
371,NLGAX,Morningstar Moderate Target Risk,94.02,0.69,0.61,6.41,USD,10,6.86,5.96,0.66,0.96
372,VITPX,S&P 500 TR USD,98.7,1.03,-0.6,20.20,USD,10,15.27,8.57,0.52,0.74
373,FSEAX,MSCI ACWI Ex USA NR USD,79.41,1.03,4.62,8.72,USD,10,21.71,10.46,0.5,0.72
374,PRCOX,S&P 500 TR USD,99.18,1.03,-0.91,19.84,USD,10,14.78,8.0,0.49,0.7
375,VEIEX,MSCI ACWI Ex USA NR USD,88.84,1.21,2.8,6.25,USD,10,24.11,9.07,0.42,0.62
376,NMPAX,S&P 500 TR USD,81.44,1.13,-3.76,16.96,USD,10,17.79,9.94,0.54,0.78
377,FAFAX,Morningstar Moderate Target Risk,91.13,0.48,-0.08,5.39,USD,10,4.78,4.09,0.54,0.78
378,MFHQX,Barclays US Agg Bond TR USD,47.3,0.95,-0.81,2.33,USD,10,4.46,3.74,0.5,0.73
379,JPDEX,S&P 500 TR USD,94.93,1.1,-1.39,19.46,USD,10,15.19,8.07,0.49,0.7
380,FSICX,Barclays US Agg Bond TR USD,27.42,0.99,1.79,5.03,USD,10,6.15,6.5,0.8,1.17
381,TILCX,S&P 500 TR USD,92.09,0.99,1.38,22.47,USD,10,15.61,8.12,0.48,0.68
382,STLEX,Morningstar Moderate Target Risk,97.61,1.49,-3.31,2.81,USD,10,14.58,5.71,0.35,0.48
383,VWLTX,Barclays Municipal TR USD,98.38,1.12,-0.43,2.88,USD,10,4.92,4.74,0.65,0.96
384,SEEGX,S&P 500 TR USD,71.23,1.1,-4.49,15.98,USD,10,16.02,9.32,0.54,0.8
385,MUTHX,S&P 500 TR USD,89.96,0.88,-0.58,19.89,USD,10,13.49,6.91,0.45,0.62
386,MDGCX,MSCI ACWI Ex USA NR USD,87.33,0.88,2.81,7.81,USD,10,17.73,8.41,0.46,0.66
387,PSTKX,S&P 500 TR USD,98.67,1.03,1.34,22.47,USD,10,16.79,8.4,0.48,0.66
388,FMTIX,Morningstar Moderate Target Risk,96.84,0.94,-0.08,5.32,USD,10,9.22,6.52,0.57,0.83
389,VTRIX,MSCI ACWI Ex USA NR USD,97.34,0.99,0.22,4.64,USD,10,18.93,6.13,0.33,0.47
390,FTOIX,Barclays Municipal TR USD,92.52,1.04,-0.54,2.74,USD,10,4.72,4.36,0.6,0.85
391,BMEAX,S&P 500 TR USD,76.49,1.09,-2.9,17.67,USD,10,17.56,11.05,0.6,0.9
392,PRMSX,MSCI ACWI Ex USA NR USD,86.96,1.28,2.88,5.96,USD,10,25.75,9.12,0.42,0.6
393,PCRIX,Morningstar Long-Only Commodity TR,89.14,1.07,-1.43,-1.15,USD,10,21.28,0.3,0.05,0.07
394,PRNYX,Barclays Municipal TR USD,97.07,1.05,-0.44,2.85,USD,10,4.64,4.51,0.64,0.93
395,FLPSX,S&P 500 TR USD,86.12,1.05,-2.14,18.42,USD,10,16.59,9.64,0.55,0.79
396,ONGIX,Morningstar Moderate Target Risk,96.93,1.14,-0.75,4.62,USD,10,11.18,6.79,0.51,0.73
397,OPPEX,Morningstar Moderate Target Risk,70.89,0.9,-3.23,1.46,USD,10,10.27,2.83,0.18,0.21
398,INEGX,S&P 500 TR USD,92.61,1.05,-4.52,15.84,USD,10,16.24,6.43,0.37,0.52
399,FKINX,Morningstar Moderate Target Risk,83.91,1.1,-0.27,4.99,USD,10,11.54,6.98,0.51,0.72
400,FVDFX,S&P 500 TR USD,93.52,1.01,1.08,22.12,USD,10,17.1,8.72,0.49,0.69
401,VHIAX,S&P 500 TR USD,72.74,1.2,-2.54,18.36,USD,10,17.5,11.09,0.6,0.9
402,FDCAX,S&P 500 TR USD,73.68,0.95,2.81,24.17,USD,10,17.01,8.86,0.5,0.74
403,PRFSX,Barclays Municipal TR USD,76.49,0.42,0.12,3.6,USD,10,2.03,3.02,0.7,1.17
404,OSTAX,Barclays Municipal TR USD,70.89,0.29,-0.41,1.89,USD,10,1.48,2.07,0.36,0.56
405,VTMSX,S&P 500 TR USD,71.78,1.16,-3.95,16.80,USD,10,19.0,8.99,0.47,0.69
406,FISAX,Barclays US Agg Bond TR USD,16.26,0.09,0.59,10.1,USD,10,0.75,2.41,1.22,2.51
407,FSCGX,MSCI ACWI NR USD,84.51,1.22,1.79,6.13,USD,10,21.9,8.99,0.44,0.63
408,MDFGX,S&P 500 TR USD,73.48,1.13,-4.59,16.01,USD,10,15.97,7.82,0.46,0.66
409,VWIGX,MSCI ACWI Ex USA NR USD,97.17,1.02,1.12,5.51,USD,10,19.52,7.16,0.38,0.54
410,FFTWX,Morningstar Moderate Target Risk,97.63,1.27,-1.94,3.64,USD,10,12.46,6.16,0.42,0.59
411,NCMAX,Barclays Municipal TR USD,93.83,0.96,-0.23,3.03,USD,10,4.32,4.44,0.66,1.07
412,FMDTX,Barclays Municipal TR USD,89.92,1.16,-1.22,2.18,USD,10,5.37,4.06,0.48,0.7
413,POMIX,S&P 500 TR USD,98.56,1.04,-0.84,19.95,USD,10,15.3,8.31,0.5,0.71
414,FLATX,MSCI ACWI Ex USA NR USD,76.03,1.26,3.28,5.9,USD,10,27.33,8.98,0.4,0.58
415,OAEIX,S&P 500 TR USD,88.62,1.08,-1.52,19.22,USD,10,15.81,8.95,0.53,0.78
416,FTCIX,Morningstar Moderate Target Risk,96.54,0.73,0.18,5.75,USD,10,7.18,5.72,0.6,0.89
417,AMUSX,Barclays US Agg Bond TR USD,87.58,0.91,-0.52,2.67,USD,10,3.16,3.96,0.76,1.41
418,TEMGX,MSCI ACWI Ex USA NR USD,86.7,1.03,0.48,4.57,USD,10,20.72,6.22,0.32,0.45
419,AMVAX,S&P 500 TR USD,76.17,1.08,-3.43,17.06,USD,10,18.47,8.73,0.47,0.66
420,AUSAX,S&P 500 TR USD,64.29,1.2,-7.28,13.62,USD,10,19.09,7.77,0.41,0.6
421,PNYIX,Barclays Municipal TR USD,91.61,0.92,-0.16,3.1,USD,10,4.18,4.37,0.67,1.04
422,AIOAX,Barclays US Agg Bond TR USD,8.33,0.71,3.33,7.74,USD,10,8.02,7.03,0.7,1.0
423,FSTMX,S&P 500 TR USD,98.71,1.04,-0.84,19.94,USD,10,15.22,8.42,0.51,0.72
424,TRRGX,Morningstar Moderate Target Risk,98.0,1.19,-0.93,4.47,USD,10,11.58,6.83,0.5,0.71
425,VEIPX,S&P 500 TR USD,89.15,0.9,0.61,21.47,USD,10,13.5,8.73,0.58,0.81
426,MABAX,S&P 500 TR USD,88.55,1.11,-2.41,18.34,USD,10,15.66,7.63,0.45,0.64
427,VPACX,MSCI ACWI Ex USA NR USD,83.95,0.82,-0.5,3.85,USD,10,16.84,4.68,0.27,0.38
428,JPIVX,S&P 500 TR USD,93.46,1.05,0.56,21.54,USD,10,15.7,8.34,0.49,0.69
429,SCTEX,Barclays Municipal TR USD,94.31,0.85,-0.69,2.45,USD,10,3.8,3.61,0.54,0.82
430,OARDX,S&P 500 TR USD,94.94,1.04,-4.13,16.23,USD,10,13.67,8.01,0.52,0.74
431,FDIVX,MSCI ACWI Ex USA NR USD,97.05,0.98,-0.03,4.38,USD,10,18.76,5.82,0.32,0.44
432,VTCIX,S&P 500 TR USD,99.08,1.03,-0.5,20.32,USD,10,15.16,8.52,0.52,0.73
433,FASGX,Morningstar Moderate Target Risk,96.06,1.3,-2.05,3.57,USD,10,12.76,6.14,0.41,0.58
434,FCVAX,S&P 500 TR USD,71.3,1.18,-4.22,16.59,USD,10,19.6,10.42,0.53,0.78
435,PAIIX,Barclays US Agg Bond TR USD,57.25,0.93,1.03,4.4,USD,10,3.93,5.62,1.0,1.62
436,FCVSX,Morningstar Moderate Target Risk,79.1,1.61,-1.04,4.2,USD,10,17.54,8.3,0.46,0.62
437,FEMKX,MSCI ACWI Ex USA NR USD,88.14,1.26,2.95,6.07,USD,10,25.34,9.19,0.42,0.59
438,PAAIX,Morningstar Moderate Target Risk,71.8,0.79,0.35,5.79,USD,10,9.0,6.1,0.54,0.76
439,FFIDX,S&P 500 TR USD,93.84,1.05,-2.46,18.13,USD,10,15.4,7.67,0.46,0.65
440,VWSTX,Barclays Municipal TR USD,51.44,0.13,0.13,4.37,USD,10,0.76,2.09,0.7,1.26
441,OSVAX,S&P 500 TR USD,87.79,1.01,-6.47,13.36,USD,10,17.34,5.18,0.29,0.4
442,COLNX,Barclays Municipal TR USD,94.84,1.3,-1.06,2.41,USD,10,5.83,4.65,0.54,0.79
443,INDZX,S&P 500 TR USD,94.16,0.99,-1.44,19.09,USD,10,16.3,7.82,0.45,0.63
444,LTNYX,Barclays Municipal TR USD,69.48,0.87,-0.6,2.54,USD,10,4.56,3.72,0.49,0.71
445,OPGVX,Barclays US Agg Bond TR USD,9.1,0.24,0.05,3.35,USD,10,2.62,2.34,0.32,0.4
446,PEXMX,S&P 500 TR USD,78.42,1.19,-3.66,17.26,USD,10,18.62,9.6,0.51,0.73
447,IEMFX,MSCI ACWI Ex USA NR USD,86.81,1.28,2.92,5.97,USD,10,25.85,9.17,0.42,0.6
448,BMGAX,S&P 500 TR USD,63.29,1.25,-5.42,15.63,USD,10,19.5,8.35,0.44,0.61
449,FTRNX,S&P 500 TR USD,81.77,1.07,-0.84,19.90,USD,10,16.59,9.94,0.56,0.82
450,VFINX,S&P 500 TR USD,100.0,1.0,-0.15,20.68,USD,10,14.69,7.94,0.49,0.69
451,FTBFX,Barclays US Agg Bond TR USD,59.01,0.93,0.7,4.03,USD,10,3.87,5.26,0.93,1.46
452,FAIGX,Morningstar Moderate Target Risk,94.2,1.12,-0.88,4.48,USD,10,11.15,6.54,0.49,0.68
453,PRDSX,S&P 500 TR USD,72.4,1.19,-4.1,16.77,USD,10,18.86,10.57,0.55,0.82
454,FPURX,Morningstar Moderate Target Risk,95.26,1.06,0.2,5.55,USD,10,10.49,7.42,0.59,0.85
455,FTFMX,Barclays Municipal TR USD,98.18,1.0,-0.27,3.01,USD,10,4.41,4.54,0.68,0.99
456,TMMDX,Barclays Municipal TR USD,90.65,0.96,-0.97,2.23,USD,10,4.38,3.66,0.49,0.73
457,FMISX,Barclays Municipal TR USD,93.11,1.08,-0.88,2.43,USD,10,4.88,4.14,0.54,0.79
458,NIEQX,MSCI ACWI Ex USA NR USD,96.06,1.02,-1.72,2.55,USD,10,19.5,4.11,0.23,0.31
459,FRVAX,Barclays Municipal TR USD,93.64,1.03,-0.74,2.53,USD,10,4.64,4.12,0.56,0.8
460,OMBAX,Barclays US Agg Bond TR USD,57.72,0.58,1.82,6.5,USD,10,2.42,5.3,1.47,2.93
461,FAGOX,S&P 500 TR USD,69.37,1.23,-3.77,17.20,USD,10,19.88,7.97,0.41,0.57
462,VFITX,Barclays US Agg Bond TR USD,76.0,1.22,-0.62,2.71,USD,10,4.58,4.83,0.72,1.28
463,FACFX,Morningstar Moderate Target Risk,97.48,0.96,-1.42,3.83,USD,10,9.34,5.18,0.42,0.6
464,TFEQX,MSCI ACWI Ex USA NR USD,95.62,0.96,0.28,4.76,USD,10,18.4,6.07,0.33,0.47
465,VMGRX,S&P 500 TR USD,79.08,1.14,-4.17,16.54,USD,10,16.86,10.35,0.58,0.86
466,FSDPX,MSCI ACWI NR USD,82.46,1.24,3.89,7.85,USD,10,22.62,11.27,0.52,0.78
