,Fund_Ticker,Status,TTM_Yield_in_percent,PortfolioMktValue_in_millions,TotalAssets_in_millions,ExpenseRatio_in_percent,Net Expense Ratio %,Gross Expense Ratio %,Turnover_in_percent,Yield_in_percent,Status,FeeLevel,Fund_Manager,Manager_Start_Date,Fund_Inception,MorningstarCategory,InvestmentStyle,FeeLevel,Load,Max Front Load %,Max Back Load %,Return
124,ABNDX,Open,2.18,16800.0,27800.0,0.61,0.61,0.61,419,1.46,Open,Low,Wesley K.-S. Phoa,2011-03-01 00:00:00,05/28/1974,Intermediate-Term Bond,Mid/Moderate,Low,3.75,3.75,,7.88
125,CAIBX,Open,3.90,16800.0,98200.0,0.61,0.61,0.61,69,3.03,Open,Low,L. Alfonso Barroso,2010-01-01 00:00:00,07/30/1987,World Allocation,Large Value,Low,5.75,5.75,,9.53
126,CWBFX,Open,2.01,16800.0,13100.0,0.90,0.90,0.90,205,1.59,Open,Low,David A. Daigle,2014-12-01 00:00:00,08/04/1987,World Bond,Mid/Extensive,Low,3.75,3.75,,6.58
127,CWGIX,Open,2.11,16800.0,89300.0,0.80,0.80,0.80,24,1.64,Open,Low,Harold H. La,2014-02-01 00:00:00,03/26/1993,World Stock,Large Blend,Low,5.75,5.75,,10.89
128,CFFAX,Open,1.13,16800.0,309.3,0.76,0.76*,0.86,1,1.05,Open,Low,Bradley J. Vogt,2012-09-14 00:00:00,09/14/2012,Conservative Allocation,Large Value,Low,4.25,4.25,,-0.51
129,CNEAX,Open,1.33,16800.0,565.1,0.76,0.76*,0.86,--,1.46,Open,Low,Bradley J. Vogt,2012-09-14 00:00:00,09/14/2012,Conservative Allocation,Large Value,Low,4.25,4.25,,3.53
130,CTOAX,Open,1.24,16800.0,550.9,0.81,0.81*,0.92,--,1.61,Open,Low,Bradley J. Vogt,2012-09-14 00:00:00,09/14/2012,Conservative Allocation,Large Blend,Low,4.25,4.25,,5.77
131,CFTAX,Open,1.15,16800.0,473.0,0.81,0.81*,0.91,--,1.50,Open,Low,Bradley J. Vogt,2012-09-14 00:00:00,09/14/2012,Moderate Allocation,Large Blend,Low,4.25,4.25,,7.96
132,CSTAX,Open,1.02,16800.0,352.7,0.82,0.82*,0.92,--,1.37,Open,Low,Bradley J. Vogt,2012-09-14 00:00:00,09/14/2012,Moderate Allocation,Large Blend,Low,4.25,4.25,,9.86
133,CTHAX,Open,1.06,16800.0,379.1,0.80,0.80*,0.90,--,1.30,Open,Low,Bradley J. Vogt,2012-09-14 00:00:00,09/14/2012,Aggressive Allocation,Large Blend,Low,4.25,4.25,,11.54
134,CENAX,Open,0.62,16800.0,82.9,0.82,0.82*,0.93,8,0.70,Open,Average,Bradley J. Vogt,2012-09-14 00:00:00,09/14/2012,Short-Term Bond,High/Limited,Average,2.50,2.50,,-1.02
135,DWGAX,Open,--,16800.0,2000.0,--,1.42*,1.46,--,1.54,Open,--,Shaw B. Wagener,2014-02-03 00:00:00,02/03/2014,Diversified Emerging Mkts,Large Blend,--,5.75,5.75,,3.63
136,AEPGX,Open,0.90,16800.0,125600.0,0.84,0.84,0.84,28,0.81,Open,Low,Lawrence Kymisis,2013-08-29 00:00:00,04/16/1984,Foreign Large Growth,Large Growth,Low,5.75,5.75,,11.13
137,ANCFX,Open,1.19,16800.0,72900.0,0.63,0.63,0.63,34,1.20,Open,Low,Gregory D. Johnson,2013-03-01 00:00:00,08/01/1978,Large Blend,Large Growth,Low,5.75,5.75,,12.41
138,CBFAX,Open,1.70,16800.0,6300.0,1.00,1.00,1.00,92,1.34,Open,Low,L. Alfonso Barroso,2013-01-01 00:00:00,02/01/2011,World Allocation,Large Blend,Low,5.75,5.75,,6.77
139,CPGAX,Open,1.00,16800.0,1200.0,0.90,0.90*,1.00,--,0.95,Open,Low,Bradley J. Vogt,2012-05-18 00:00:00,05/18/2012,World Stock,Large Growth,Low,5.75,5.75,,15.58
140,CGNAX,Open,1.95,16800.0,3800.0,0.76,0.76*,0.86,--,1.61,Open,Low,Bradley J. Vogt,2012-05-18 00:00:00,05/18/2012,Aggressive Allocation,Large Blend,Low,5.75,5.75,,13.42
141,AGTHX,Open,0.27,16800.0,145700.0,0.66,0.66,0.66,26,0.35,Open,Low,Martin Romo,2010-11-01 00:00:00,11/30/1973,Large Growth,Large Growth,Low,5.75,5.75,,13.6
142,CGPAX,Open,0.48,16800.0,2200.0,0.83,0.83*,0.93,--,0.31,Open,Low,Bradley J. Vogt,2012-05-18 00:00:00,05/18/2012,World Stock,Large Growth,Low,5.75,5.75,,17.06
143,AMECX,Open,2.99,16800.0,97900.0,0.57,0.57,0.57,--,2.72,Open,Low,James R. Mulally,2006-10-01 00:00:00,11/30/1973,Moderate Allocation,Large Value,Low,5.75,5.75,,11.22
144,INPAX,Open,3.05,16800.0,2500.0,0.68,0.68*,0.78,--,2.86,Open,Low,Bradley J. Vogt,2012-05-18 00:00:00,05/18/2012,Conservative Allocation,Large Value,Low,5.75,5.75,,8.00
145,AIBAX,Open,1.26,16800.0,9800.0,0.61,0.61,0.61,165,0.79,Open,Low,Fergus N. MacDonald,2013-11-01 00:00:00,02/19/1988,Short-Term Bond,High/Limited,Low,2.50,2.50,,4.95
146,CGIAX,Open,3.08,16800.0,9900.0,0.98,0.95,0.95,29,1.92,Open,Low,Steven T. Watson,2008-10-01 00:00:00,10/01/2008,Foreign Large Blend,Large Blend,Low,5.75,5.75,,8.78
147,AIVSX,Open,1.48,16800.0,77400.0,0.61,0.61,0.61,24,1.51,Open,Low,Barry S. Crosthwaite,2013-01-01 00:00:00,01/02/1934,Large Blend,Large Blend,Low,5.75,5.75,,12.16
148,LTEBX,Open,2.45,16800.0,3000.0,0.60,0.60,0.60,9,0.66,Open,Low,Brenda S. Ellerin,1996-01-01 00:00:00,10/06/1993,Muni National Interm,Mid/Limited,Low,2.50,2.50,,4.18
149,CMFAX,Open,0.92,16800.0,1300.0,0.82,0.82,0.82,812,0.39,Open,Below Average,David J. Betanzos,2013-11-01 00:00:00,11/01/2010,Intermediate Government,High/Moderate,Below Average,3.75,3.75,,1.25
150,ANEFX,Open,0.32,16800.0,14600.0,0.83,0.83,0.83,29,0.24,Open,Low,Harold H. La,2006-02-01 00:00:00,12/01/1983,Large Growth,Large Growth,Low,5.75,5.75,,11.19
151,ANWPX,Open,0.73,16800.0,58300.0,0.76,0.76,0.76,25,0.79,Open,Low,Noriko H. Chen,2012-04-30 00:00:00,03/13/1973,World Stock,Large Growth,Low,5.75,5.75,,12.26
152,NEWFX,Open,0.94,16800.0,24000.0,1.06,1.06,1.06,36,0.81,Open,Low,Robert H. Neithart,2012-01-01 00:00:00,06/17/1999,Diversified Emerging Mkts,Large Growth,Low,5.75,5.75,,8.24
153,PPVAX,Open,0.99,16800.0,660.1,0.71,0.71*,0.83,11,0.93,Open,Low,Bradley J. Vogt,2012-05-18 00:00:00,05/18/2012,Short-Term Bond,High/Limited,Low,2.50,2.50,,-0.38
154,ASTEX,Open,1.04,16800.0,789.6,0.58,0.58,0.58,20,0.22,Open,Low,Neil L. Langberg,2009-08-07 00:00:00,08/07/2009,Muni National Short,High/Limited,Low,2.50,2.50,,1.15
155,SMCWX,Open,0.00,16800.0,26000.0,1.07,1.07,1.07,38,-0.07,Open,Low,Aidan O'Connell,2012-12-01 00:00:00,04/30/1990,World Stock,Mid Growth,Low,5.75,5.75,,9.45
156,ASBAX,Open,0.40,16800.0,4600.0,0.59,0.59,0.59,257,0.60,Open,Low,Ritchie Tuazon,2013-11-01 00:00:00,10/02/2006,Short-Term Bond,High/Limited,Low,2.50,2.50,,1.49
157,AFTEX,Open,3.39,16800.0,9600.0,0.56,0.56,0.56,10,1.87,Open,Low,Karl J. Zeile,2003-12-30 00:00:00,10/03/1979,Muni National Interm,Mid/Moderate,Low,3.75,3.75,,6.66
158,TAFTX,Open,3.46,16800.0,1600.0,0.63,0.63,0.63,8,1.86,Open,Low,Karl J. Zeile,2003-01-01 00:00:00,10/28/1986,Muni California Long,Mid/Moderate,Low,3.75,3.75,,5.68
159,NYAAX,Open,2.90,16800.0,135.3,0.63,0.63*,0.73,25,1.98,Open,Low,Jerome Solomon,2012-10-01 00:00:00,11/01/2010,Muni New York Long,Mid/Moderate,Low,3.75,3.75,,3.69
160,TMMDX,Open,3.22,16800.0,319.6,0.70,0.70,0.70,11,1.60,Open,Low,Chad M. Rach,2012-06-01 00:00:00,08/14/1986,Muni Single State Interm,Mid/Moderate,Low,3.75,3.75,,5.04
161,TEPAX,Open,2.53,16800.0,226.8,0.76,0.76*,0.89,28,2.50,Open,Below Average,Bradley J. Vogt,2012-05-18 00:00:00,05/18/2012,Muni National Interm,Mid/Limited,Below Average,2.50,2.50,,1.30
162,TFVAX,Open,3.16,16800.0,464.5,0.67,0.67,0.67,12,1.60,Open,Low,Chad M. Rach,2012-06-01 00:00:00,08/14/1986,Muni Single State Interm,Mid/Moderate,Low,3.75,3.75,,5.19
163,TAIAX,Open,2.70,16800.0,542.9,0.82,0.82*,0.92,2,2.54,Open,Low,Bradley J. Vogt,2012-05-18 00:00:00,05/18/2012,Conservative Allocation,Large Blend,Low,3.75,3.75,,10.55
164,AMUSX,Open,1.03,16800.0,6500.0,0.64,0.64,0.64,423,0.74,Open,Low,Wesley K.-S. Phoa,2009-11-01 00:00:00,10/17/1985,Intermediate Government,High/Moderate,Low,3.75,3.75,,5.87
165,AWSHX,Open,1.97,16800.0,77900.0,0.60,0.60,0.60,19,1.75,Open,Low,Alan J. Wilson,2013-07-01 00:00:00,07/31/1952,Large Value,Large Blend,Low,5.75,5.75,,11.89
166,AMHIX,Open,4.23,16800.0,3100.0,0.68,0.68,0.68,24,3.00,Open,Low,Chad M. Rach,2011-09-30 00:00:00,09/26/1994,High Yield Muni,Low/Extensive,Low,3.75,3.75,,5.51
167,PAUIX,Open,5.54,16800.0,23500.0,1.23,1.23*,1.95,65,3.95,Open,Average,Robert D. Arnott,2003-10-31 00:00:00,10/31/2003,Tactical Allocation,Large Blend,Average,None,,,6.75
168,PAAIX,Open,4.57,16800.0,32600.0,0.86,0.86*,1.00,54,3.38,Open,Low,Robert D. Arnott,2002-07-31 00:00:00,07/31/2002,Tactical Allocation,Large Blend,Low,None,,,8.12
169,PBIAX,Open,--,16800.0,10.3,1.10,1.15*,1.30,6,2.20,Open,Low,Matt Burdett,2014-10-31 00:00:00,03/31/2014,World Allocation,Large Value,Low,5.50,5.50,,-4.06
170,PCIMX,Open,2.13,16800.0,120.9,0.44,0.44,0.44,62,1.14,Open,Low,Joseph P. Deane,2011-07-21 00:00:00,08/31/1999,Muni California Intermediate,--,Low,None,,,4.1
171,PCDAX,Open,0.39,16800.0,199.0,0.73,0.73,0.73,46,-0.06,Open,Average,Julie P. Callahan,2014-01-02 00:00:00,08/31/2006,Muni Single State Short,--,Average,2.25,2.25,,1.23
172,PCTTX,Open,1.99,16800.0,8.3,0.79,0.79,0.79,65,1.60,Open,Average,Joseph P. Deane,2012-05-31 00:00:00,05/31/2012,Muni California Long,--,Average,2.25,2.25,,2.56
173,PCLAX,Open,1.94,16800.0,6100.0,1.24,1.24*,1.37,102,-0.67,Open,Below Average,Nicholas J. Johnson,2010-05-28 00:00:00,05/28/2010,Commodities Broad Basket,Large Blend,Below Average,5.50,5.50,,3.44
174,PCRIX,Open,0.44,16800.0,12000.0,0.74,0.74*,0.90,49,-1.33,Open,Below Average,Mihir P. Worah,2007-12-31 00:00:00,06/28/2002,Commodities Broad Basket,Large Blend,Below Average,None,,,6.31
175,PFCIX,Open,15.69,16800.0,238.9,0.65,0.65,0.71,103,2.17,Open,Low,Jonathan L. Horne,2010-03-29 00:00:00,03/31/1999,Convertibles,Mid Growth,Low,None,,,7.5
176,PZCRX,Open,0.97,16800.0,1300.0,1.30,1.30,1.30,318,1.72,Open,Above Average,Mark R. Kiesel,2011-08-31 00:00:00,08/31/2011,Nontraditional Bond,--,Above Average,3.75,3.75,,2.51
177,PDVAX,Open,4.62,16800.0,3000.0,1.15,1.15,1.15,80,3.92,Open,Above Average,Curtis A. Mewbourne,2005-10-17 00:00:00,07/31/2003,Multisector Bond,--,Above Average,3.75,3.75,,6.96
178,PQIZX,Open,3.56,16800.0,875.2,--,1.41*,1.57,79,2.38,Open,Below Average,Matt Burdett,2014-10-31 00:00:00,12/14/2011,World Allocation,Large Value,Below Average,5.50,5.50,,10.17
179,PEFIX,Open,0.22,16800.0,3500.0,1.20,1.15,1.15,328,0.66,Open,Below Average,Saumil H. Parikh,2014-09-26 00:00:00,11/26/2008,Diversified Emerging Mkts,--,Below Average,None,,,19.57
180,PFSSX,Open,4.77,16800.0,465.1,1.39,1.39*,2.31,29,4.15,Open,High,Michael A. Gomez,2013-02-25 00:00:00,02/25/2013,Emerging Markets Bond,--,High,3.75,3.75,,-5.74
181,PELBX,Open,5.09,16800.0,9800.0,0.90,0.90,0.90,37,4.61,Open,Below Average,Michael A. Gomez,2006-12-29 00:00:00,12/29/2006,Emerging Markets Bond,--,Below Average,None,,,5.75
182,PAEMX,Open,4.58,16800.0,3300.0,1.25,1.20,1.20,28,4.19,Open,Average,Michael A. Gomez,2012-01-01 00:00:00,07/31/1997,Emerging Markets Bond,--,Average,3.75,3.75,,9.66
183,PEMIX,Open,4.28,16800.0,496.3,1.15,1.15,1.15,126,4.82,Open,High,Said Saffari,2014-10-31 00:00:00,07/01/2009,Emerging Markets Bond,--,High,None,,,8.43
184,PLMAX,Open,1.38,16800.0,6200.0,1.25,1.25,1.25,53,0.86,Open,Average,Michael A. Gomez,2005-05-31 00:00:00,05/31/2005,Currency,--,Average,3.75,3.75,,3.47
185,PEAAX,Open,1.52,16800.0,31.8,1.70,1.70*,2.78,20,1.47,Open,High,Curtis A. Mewbourne,2011-04-12 00:00:00,04/12/2011,World Allocation,Large Growth,High,5.50,5.50,,-4.12
186,PLVVX,Open,--,16800.0,5500.0,1.40,1.40*,1.55,25,-0.02,Open,Low,Robert D. Arnott,2014-09-26 00:00:00,12/30/2013,Diversified Emerging Mkts,Large Blend,Low,3.75,3.75,,2.50
187,PATHX,Open,1.24,16800.0,1400.0,1.24,1.24*,1.40,61,1.30,Open,Below Average,Anne E. Gudefin,2010-04-14 00:00:00,04/14/2010,World Stock,Large Blend,Below Average,5.50,5.50,,5.27
188,PQDAX,Open,3.65,16800.0,154.9,1.19,1.44*,1.60,95,1.77,Open,Below Average,Austin Graff,2014-10-31 00:00:00,12/14/2011,World Stock,Large Value,Below Average,5.50,5.50,,10.88
189,PEQAX,Open,0.00,16800.0,109.9,1.61,1.60*,1.80,77,0.39,Open,Below Average,Virginie Maisonneuve,2014-08-21 00:00:00,03/22/2011,Diversified Emerging Mkts,Large Growth,Below Average,5.50,5.50,,-5.37
190,PMHIX,Open,0.52,16800.0,1100.0,1.48,2.03,2.03,522,0.02,Open,Average,Geoffrey Johnson,2003-01-02 00:00:00,01/02/2003,Long/Short Equity,Mid Blend,Average,None,,,12.78
191,PEDIX,Open,2.47,16800.0,377.7,0.50,0.50,0.51,89,2.59,Open,Below Average,Stephen A. Rodosky,2007-07-31 00:00:00,08/31/2006,Long Government,--,Below Average,None,,,10.38
192,PFIAX,Open,4.38,16800.0,857.6,0.95,0.95,0.95,59,4.28,Open,Low,Curtis A. Mewbourne,2005-10-17 00:00:00,07/30/2004,Nontraditional Bond,--,Low,2.25,2.25,,3.25
193,PFUIX,Open,2.67,16800.0,2300.0,0.50,0.50,0.52,187,2.05,Open,Low,Lorenzo Pagani,2014-09-26 00:00:00,04/30/2004,World Bond,--,Low,None,,,5.92
194,PFORX,Open,2.29,16800.0,7500.0,0.50,0.50,0.52,175,2.09,Open,Low,Lorenzo Pagani,2014-09-26 00:00:00,12/02/1992,World Bond,--,Low,None,,,7.74
195,PFATX,Open,10.86,16800.0,4000.0,0.89,0.89,0.89,262,0.80,Open,Low,Saumil H. Parikh,2014-09-26 00:00:00,02/29/2008,Market Neutral,--,Low,None,,,6.15
196,PIXAX,Open,9.96,16800.0,4200.0,1.19,1.19,1.19,424,0.02,Open,Average,Saumil H. Parikh,2014-09-26 00:00:00,06/30/2005,Large Blend,--,Average,3.75,3.75,,11.39
197,PGSAX,Open,2.18,16800.0,2300.0,1.10,1.10,1.10,241,1.41,Open,Above Average,Sachin Gupta,2014-09-26 00:00:00,02/05/2009,World Bond,--,Above Average,3.75,3.75,,4.88
198,PIGLX,Open,2.77,16800.0,742.2,0.55,0.55,0.56,161,2.16,Open,Low,Lorenzo Pagani,2014-09-26 00:00:00,11/23/1993,World Bond,--,Low,None,,,6.6
199,PAIIX,Open,1.81,16800.0,466.7,0.90,0.90,0.91,181,1.57,Open,Low,Lorenzo Pagani,2014-09-26 00:00:00,10/02/1995,World Bond,--,Low,3.75,3.75,,6.34
200,PGMAX,Open,0.28,16800.0,1100.0,1.61,1.61*,2.10,94,1.30,Open,High,Mihir P. Worah,2014-01-29 00:00:00,10/29/2008,World Allocation,Large Blend,High,5.50,5.50,,4.66
201,PDMIX,Open,2.25,16800.0,899.3,0.50,0.50,0.50,"1,212",1.17,Open,Below Average,Michael Cudzil,2013-01-25 00:00:00,07/31/1997,Intermediate Government,--,Below Average,None,,,6.12
202,PHIYX,Open,5.82,16800.0,11100.0,0.55,0.55,0.55,25,4.83,Open,Low,Andrew Jessop,2010-01-10 00:00:00,12/15/1992,High Yield Bond,--,Low,None,,,8.14
203,PYMAX,Open,4.05,16800.0,380.5,0.85,0.85,0.85,50,3.47,Open,Below Average,Joseph P. Deane,2011-07-21 00:00:00,07/31/2006,High Yield Muni,--,Below Average,2.25,2.25,,2.80
204,PHSAX,Open,5.95,16800.0,2000.0,0.95,0.95,0.95,47,5.25,Open,Low,Andrew Jessop,2010-09-15 00:00:00,09/15/2010,High Yield Bond,--,Low,3.75,3.75,,7.79
205,PONAX,Open,4.89,16800.0,40400.0,0.85,0.85,0.85,251,3.52,Open,Low,Alfred T. Murata,2013-03-15 00:00:00,03/30/2007,Multisector Bond,--,Low,3.75,3.75,,9.29
206,PZRMX,Open,0.29,16800.0,765.9,1.20,1.35*,1.61,80,0.27,Open,Below Average,Mihir P. Worah,2011-08-31 00:00:00,08/31/2011,Tactical Allocation,Large Blend,Below Average,5.50,5.50,,-2.35
207,PTSIX,Open,13.61,16800.0,2000.0,0.83,0.83,0.83,414,1.90,Open,Below Average,Robert D. Arnott,2014-09-26 00:00:00,09/30/2011,Foreign Large Blend,Large Blend,Below Average,None,,,17.37
208,PLVBX,Open,--,16800.0,3500.0,1.17,1.17,1.17,31,0.67,Open,Low,Robert D. Arnott,2014-09-26 00:00:00,12/30/2013,Foreign Large Blend,Large Blend,Low,3.75,3.75,,0.54
209,PPUAX,Open,11.25,16800.0,1100.0,1.04,1.04,1.04,395,0.32,Open,Low,Saumil H. Parikh,2014-09-26 00:00:00,11/30/2006,Foreign Large Blend,Large Blend,Low,3.75,3.75,,4.45
210,PIPAX,Open,7.49,16800.0,767.9,1.15,1.18,1.18,733,1.36,Open,Low,Saumil H. Parikh,2014-08-29 00:00:00,10/31/2003,Foreign Large Blend,Large Blend,Low,3.75,3.75,,9.12
211,PIGIX,Open,3.60,16800.0,6300.0,0.50,0.50,0.51,88,3.01,Open,Below Average,Mark R. Kiesel,2002-11-30 00:00:00,04/28/2000,Corporate Bond,--,Below Average,None,,,8.31
212,PLRIX,Open,3.73,16800.0,4800.0,0.50,0.50,0.51,70,3.58,Open,Average,Stephen A. Rodosky,2007-07-31 00:00:00,08/31/2006,Long-Term Bond,--,Average,None,,,8.86
213,PTCIX,Open,4.98,16800.0,4700.0,0.55,0.55,0.56,94,4.35,Open,Average,Mark R. Kiesel,2009-03-31 00:00:00,03/31/2009,Corporate Bond,--,Average,None,,,13.99
214,PGOVX,Open,2.64,16800.0,2900.0,0.47,0.48,0.48,100,2.47,Open,Below Average,Stephen A. Rodosky,2007-07-31 00:00:00,07/01/1991,Long Government,--,Below Average,None,,,9.1
215,PLDTX,Open,1.29,16800.0,452.1,0.50,0.50,0.50,355,0.55,Open,Average,Jerome M. Schneider,2014-09-26 00:00:00,11/01/1991,Short-Term Bond,--,Average,None,,,4.77
216,PLDIX,Open,1.19,16800.0,237.2,0.50,0.50,0.50,383,0.72,Open,Average,Jerome M. Schneider,2014-09-26 00:00:00,12/31/1996,Short-Term Bond,--,Average,None,,,4.57
217,PTLDX,Open,1.49,16800.0,16100.000000000002,0.46,0.46,0.46,248,0.93,Open,Below Average,Jerome M. Schneider,2014-09-26 00:00:00,05/11/1987,Short-Term Bond,--,Below Average,None,,,6.03
218,PXLVX,Open,--,16800.0,1600.0,1.19,1.19,1.19,227,-0.29,Open,Average,Robert D. Arnott,2014-09-26 00:00:00,12/30/2013,Large Blend,Large Blend,Average,3.75,3.75,,5.24
219,PMDRX,Open,1.96,16800.0,2000.0,0.46,0.46,0.46,237,1.67,Open,Below Average,Scott A. Mather,2014-09-26 00:00:00,12/31/1996,Intermediate-Term Bond,--,Below Average,None,,,6.07
220,PMZAX,Open,3.23,16800.0,1300.0,1.00,1.00,1.01,736,2.11,Open,Below Average,Alfred T. Murata,2012-10-22 00:00:00,10/22/2012,Nontraditional Bond,--,Below Average,3.75,3.75,,7.08
221,PTRIX,Open,2.65,16800.0,210.7,0.50,0.50,0.50,"1,021",2.04,Open,Below Average,Michael Cudzil,2013-01-25 00:00:00,07/31/1997,Intermediate-Term Bond,--,Below Average,None,,,6.21
222,PFMIX,Open,3.14,16800.0,573.2,0.44,0.44,0.44,74,2.06,Open,Low,Joseph P. Deane,2011-07-21 00:00:00,12/31/1997,Muni National Long,--,Low,None,,,4.25
223,PMNTX,Open,1.56,16800.0,42.0,0.80,0.80,0.80,34,1.38,Open,Average,Joseph P. Deane,2012-05-31 00:00:00,05/31/2012,Muni National Interm,--,Average,2.25,2.25,,2.09
224,PNYIX,Open,3.48,16800.0,140.2,0.44,0.44,0.44,23,1.82,Open,Low,Joseph P. Deane,2011-07-21 00:00:00,08/31/1999,Muni New York Long,--,Low,None,,,5.23
225,PETAX,Open,5.58,16800.0,3000.0,1.14,1.14,1.18,81,-1.53,Open,Low,Mihir P. Worah,2007-12-31 00:00:00,10/30/2003,Real Estate,Large Blend,Low,5.50,5.50,,11.95
226,PRTNX,Open,1.10,16800.0,14700.0,0.85,0.85,0.87,33,-1.15,Open,Above Average,Mihir P. Worah,2007-12-31 00:00:00,01/29/1997,Inflation-Protected Bond,--,Above Average,3.75,3.75,,6.03
227,PRAIX,Open,1.76,16800.0,866.5,0.55,0.55,0.58,123,-0.89,Open,Above Average,Mihir P. Worah,2007-12-31 00:00:00,11/12/2001,Inflation-Protected Bond,--,Above Average,None,,,7.74
228,PTNYX,Open,2.09,16800.0,55.8,1.09,1.09*,1.60,27,1.98,Open,High,Vineer Bhansali,2011-06-30 00:00:00,06/30/2011,Target Date 2011-2015,Large Blend,High,5.50,5.50,,1.94
229,PTYAX,Open,2.13,16800.0,121.5,1.11,1.11*,1.63,38,1.89,Open,High,Vineer Bhansali,2008-07-17 00:00:00,03/31/2008,Target Date 2016-2020,Large Blend,High,5.50,5.50,,2.77
230,PENZX,Open,2.35,16800.0,98.8,1.15,1.15*,1.69,29,2.08,Open,High,Vineer Bhansali,2011-06-30 00:00:00,06/30/2011,Target Date 2021-2025,Large Blend,High,5.50,5.50,,2.41
231,PEHAX,Open,2.67,16800.0,139.1,1.17,1.17*,1.72,29,2.34,Open,High,Vineer Bhansali,2008-07-17 00:00:00,03/31/2008,Target Date 2026-2030,Large Blend,High,5.50,5.50,,2.80
232,PIVAX,Open,2.86,16800.0,96.6,1.18,1.18*,1.74,30,2.50,Open,High,Vineer Bhansali,2011-06-30 00:00:00,06/30/2011,Target Date 2031-2035,Large Blend,High,5.50,5.50,,3.39
233,POFAX,Open,2.97,16800.0,117.9,1.20,1.20*,1.75,34,2.59,Open,High,Vineer Bhansali,2008-07-17 00:00:00,03/31/2008,Target Date 2036-2040,Large Blend,High,5.50,5.50,,3.46
234,PFZAX,Open,2.83,16800.0,64.7,1.20,1.20*,1.75,31,2.49,Open,High,Vineer Bhansali,2012-02-29 00:00:00,02/29/2012,Target Date 2041-2045,Large Blend,High,5.50,5.50,,5.17
235,PFYAX,Open,2.91,16800.0,92.7,1.20,1.20*,1.76,41,2.43,Open,Above Average,Vineer Bhansali,2008-07-17 00:00:00,03/31/2008,Target Date 2046-2050,Large Blend,Above Average,5.50,5.50,,3.59
236,PTNAX,Open,2.55,16800.0,63.0,1.06,1.06*,1.56,26,2.12,Open,Above Average,Vineer Bhansali,2008-07-17 00:00:00,03/31/2008,Retirement Income,Large Blend,Above Average,5.50,5.50,,3.49
237,PSRZX,Open,3.28,16800.0,2400.0,1.05,1.00,1.00,132,3.24,Open,Average,Elizabeth O. MacLean,2011-04-29 00:00:00,04/29/2011,Bank Loan,--,Average,2.25,2.25,,3.02
238,PAIAX,Open,0.33,16800.0,170.3,0.59,0.59*,0.70,882,0.09,Open,Low,Jerome M. Schneider,2012-05-31 00:00:00,05/31/2012,Ultrashort Bond,--,Low,2.25,2.25,,-0.04
239,PSDIX,Open,0.88,16800.0,251.8,0.33,0.33,0.33,40,0.55,Open,Low,Julie P. Callahan,2014-01-02 00:00:00,08/31/1999,Muni National Short,--,Low,None,,,1.62
240,PTSHX,Open,1.02,16800.0,15400.0,0.45,0.45,0.46,252,0.86,Open,Above Average,Jerome M. Schneider,2011-01-01 00:00:00,10/07/1987,Ultrashort Bond,--,Above Average,None,,,4.65
241,PCFIX,Open,26.51,16800.0,441.7,0.84,0.84,0.84,378,1.45,Open,Low,Robert D. Arnott,2014-09-26 00:00:00,09/30/2011,Small Blend,Small Blend,Low,None,,,25.62
242,PSCSX,Open,4.52,16800.0,1300.0,0.69,0.69,0.69,428,0.54,Open,Low,Saumil H. Parikh,2014-09-26 00:00:00,03/31/2006,Small Blend,Small Blend,Low,None,,,10.83
243,PSPTX,Open,1.65,16800.0,1300.0,0.64,0.64,0.64,392,0.69,Open,Below Average,Saumil H. Parikh,2014-09-26 00:00:00,06/28/2002,Large Blend,Large Blend,Below Average,None,,,10.44
244,PSTIX,Open,1.85,16800.0,4200.0,0.64,0.64,0.64,364,0.96,Open,Low,Saumil H. Parikh,2014-09-26 00:00:00,07/23/2003,Bear Market,--,Low,None,,,-2.74
245,PSTKX,Open,2.02,16800.0,1100.0,0.50,0.50,0.51,169,0.37,Open,Low,Sudi Mariappa,2014-09-26 00:00:00,05/13/1993,Large Blend,Large Blend,Low,None,,,9.97
246,PSLDX,Open,4.09,16800.0,619.3,0.59,0.59,0.59,73,2.89,Open,Low,Stephen A. Rodosky,2007-08-22 00:00:00,08/31/2007,Aggressive Allocation,Large Blend,Low,None,,,13.97
247,PTXAX,Open,1.45,16800.0,68.3,0.85,0.85,0.85,17,0.44,Open,Above Average,Rahul M. Seksaria,2014-09-23 00:00:00,10/30/2009,Muni National Interm,--,Above Average,3.75,3.75,,1.83
248,PMBIX,Open,1.75,16800.0,1600.0,0.50,0.50,0.50,353,1.31,Open,Below Average,Mihir P. Worah,2014-09-26 00:00:00,12/30/1991,Intermediate-Term Bond,--,Below Average,None,,,6.67
249,PTSAX,Open,1.83,16800.0,1800.0,0.50,0.50,0.50,316,1.73,Open,Below Average,Mihir P. Worah,2014-09-26 00:00:00,05/01/1991,Intermediate-Term Bond,--,Below Average,None,,,7.3
250,PTTRX,Open,2.04,16800.0,162800.0,0.46,0.46,0.46,227,1.66,Open,Below Average,Mihir P. Worah,2014-09-26 00:00:00,05/11/1987,Intermediate-Term Bond,--,Below Average,None,,,7.85
251,PTUZX,Open,0.75,16800.0,1600.0,0.85,0.85,0.85,422,0.36,Open,Below Average,Mihir P. Worah,2014-09-26 00:00:00,05/26/2011,Intermediate-Term Bond,--,Below Average,3.75,3.75,,3.23
