,Fund_Ticker,Status,TTM_Yield_in_percent,PortfolioMktValue_in_millions,TotalAssets_in_millions,ExpenseRatio_in_percent,Net Expense Ratio %,Gross Expense Ratio %,Turnover_in_percent,Yield_in_percent,Status,FeeLevel,Fund_Manager,Manager_Start_Date,Fund_Inception,MorningstarCategory,InvestmentStyle,FeeLevel,Load,Max Front Load %,Max Back Load %,Return
1101,ACTWX,Open,0.00,16800.0,697.7,1.02,1.03,1.03,20,--,Open,Below Average,Robert A. Chalupnik,2011-05-01 00:00:00,11/23/1998,Mid-Cap Growth,Mid Growth,Below Average,None,,,10.26
1102,AUSAX,Open,0.00,16800.0,1400.0,1.06,1.07,1.07,17,--,Open,Below Average,William Doyle,2014-01-01 00:00:00,09/04/1996,Small Growth,Small Growth,Below Average,None,,,10.52
1103,ACRNX,Open,0.00,16800.0,16900.0,0.78,0.79,0.79,18,--,Open,Low,David L. Frank,2014-01-01 00:00:00,06/09/1970,Mid-Cap Growth,Mid Growth,Low,None,,,14.6
1104,NCMAX,Open,3.17,16800.0,335.4,0.49,0.49*,0.71,12,1.30,Open,Below Average,Paul F. Fuchs,2012-01-01 00:00:00,08/16/2002,Muni California Intermediate,Mid/Moderate,Below Average,None,,,4.22
1105,SCTEX,Open,3.04,16800.0,161.6,0.55,0.56*,0.72,9,1.35,Open,Below Average,Brian M. McGreevy,2002-09-30 00:00:00,08/01/1994,Muni Single State Interm,Mid/Moderate,Below Average,None,,,4.56
1106,NGAMX,Open,3.10,16800.0,75.9,0.56,0.56*,0.82,5,1.23,Open,Average,Brian M. McGreevy,2011-06-06 00:00:00,02/28/1992,Muni Single State Interm,Mid/Moderate,Average,None,,,4.72
1107,SETMX,Open,3.50,16800.0,2100.0,0.54,0.56*,0.66,15,1.45,Open,Below Average,Paul F. Fuchs,2012-10-01 00:00:00,06/14/1993,Muni National Interm,Mid/Moderate,Below Average,None,,,4.79
1108,SEMAX,Open,3.22,16800.0,295.4,0.54,0.56*,0.70,7,1.24,Open,Average,Paul F. Fuchs,2012-01-01 00:00:00,06/14/1993,Muni Massachusetts,Mid/Moderate,Average,None,,,4.54
1109,NMDMX,Open,2.92,16800.0,89.1,0.81,0.81*,1.04,2,1.00,Open,Average,Brian M. McGreevy,2011-06-06 00:00:00,08/31/1990,Muni Single State Interm,Mid/Moderate,Average,3.25,3.25,,4.41
1110,NNIBX,Open,3.03,16800.0,177.7,0.56,0.56*,0.74,3,1.07,Open,Average,Brian M. McGreevy,2011-06-06 00:00:00,12/11/1992,Muni Single State Interm,Mid/Moderate,Average,None,,,4.49
1111,GANYX,Limited,3.22,16800.0,259.8,0.65,0.65*,0.85,13,1.14,Limited,Low,Paul F. Fuchs,2012-01-01 00:00:00,12/31/1991,Muni New York Intermediate,Mid/Moderate,Low,4.75,4.75,,4.61
1112,CMBFX,Open,3.01,16800.0,449.2,0.56,0.63,0.63,9,1.34,Open,Average,Brian M. McGreevy,2003-12-22 00:00:00,07/02/1984,Muni Single State Interm,Mid/Moderate,Average,None,,,6.4
1113,NSCMX,Open,3.19,16800.0,121.7,0.56,0.56*,0.76,6,1.22,Open,Average,Brian M. McGreevy,2011-06-06 00:00:00,01/06/1992,Muni Single State Interm,Mid/Moderate,Average,None,,,4.78
1114,INTAX,Open,4.15,16800.0,586.9,0.81,0.83,0.83,22,2.33,Open,Average,Catherine M. Stienstra,2007-08-31 00:00:00,11/24/1976,Muni National Long,Mid/Extensive,Average,4.75,4.75,,5.67
1115,NVABX,Open,3.06,16800.0,226.0,0.56,0.56*,0.72,2,1.25,Open,Average,Brian M. McGreevy,2011-06-06 00:00:00,09/20/1989,Muni Single State Interm,Mid/Moderate,Average,None,,,4.97
1116,TAPRX,Open,1.20,16800.0,897.2,0.98,0.98,0.98,34,--,Open,Low,George Gosden,2013-09-06 00:00:00,07/15/2009,Pacific/Asia ex-Japan Stk,Large Growth,Low,None,,,9.20
1117,CBALX,Open,1.07,16800.0,2400.0,0.84,0.89,0.89,109,0.93,Open,Below Average,Gregory S. Liechty,2011-02-02 00:00:00,09/12/1991,Moderate Allocation,Large Blend,Below Average,None,,,8.54
1118,UMMGX,Open,1.97,16800.0,708.1,0.71,0.68*,0.73,360,1.98,Open,Average,Michael W. Zazzarino,2005-12-31 00:00:00,01/09/1986,Intermediate-Term Bond,Mid/Moderate,Average,None,,,7.33
1119,CLMPX,Open,3.88,16800.0,473.7,0.78,0.79*,0.87,14,1.89,Open,Average,Catherine M. Stienstra,2010-10-01 00:00:00,06/16/1986,Muni California Long,Mid/Extensive,Average,4.75,4.75,,5.85
1120,AXBAX,Open,2.13,16800.0,685.1,1.27,1.27,1.27,29,--,Open,Average,Toby Nangle,2013-08-30 00:00:00,03/04/2004,Aggressive Allocation,Large Blend,Average,5.75,5.75,,5.9
1121,ABDAX,Open,2.54,16800.0,307.3,1.06,1.06,1.06,22,--,Open,Below Average,Toby Nangle,2013-08-30 00:00:00,03/04/2004,Conservative Allocation,Large Blend,Below Average,4.75,4.75,,4.17
1122,NBIAX,Open,1.78,16800.0,2400.0,1.20,1.20,1.20,22,--,Open,Average,Toby Nangle,2013-08-30 00:00:00,10/15/1996,Moderate Allocation,Large Blend,Average,5.75,5.75,,6.77
1123,NLGAX,Open,2.48,16800.0,691.4,1.09,1.09,1.09,30,--,Open,Average,Toby Nangle,2013-08-30 00:00:00,10/15/1996,Conservative Allocation,Large Blend,Average,5.75,5.75,,5.63
1124,ABUAX,Open,2.09,16800.0,1700.0,1.14,1.14,1.14,23,--,Open,Average,Toby Nangle,2013-08-30 00:00:00,03/04/2004,Moderate Allocation,Large Blend,Average,5.75,5.75,,5.65
1125,CCIYX,Open,0.00,16800.0,15.7,0.77,1.09*,0.95,0,--,Open,Below Average,Nicolas Robin,2011-07-28 00:00:00,07/28/2011,Commodities Broad Basket,--,Below Average,None,,,-7.90
1126,SMGIX,Open,0.63,16800.0,5500.0,0.86,0.89,0.89,65,--,Open,Below Average,Guy W. Pope,2005-03-31 00:00:00,12/14/1992,Large Blend,Large Blend,Below Average,None,,,9.44
1127,PACIX,Open,2.18,16800.0,1300.0,1.12,1.13*,1.35,76,1.48,Open,Above Average,Yan Jin,2006-03-17 00:00:00,09/25/1987,Convertibles,Mid Growth,Above Average,5.75,5.75,,10.12
1128,SRINX,Open,2.92,16800.0,1400.0,0.71,0.71,0.71,105,2.98,Open,Above Average,Thomas W. Murphy,2011-04-29 00:00:00,03/05/1986,Corporate Bond,Mid/Moderate,Above Average,None,,,7.3
1129,INDZX,Open,1.11,16800.0,2800.0,1.08,1.08,1.08,74,1.04,Open,Below Average,Russell T. Bloomfield,2013-10-09 00:00:00,10/15/1990,Large Value,Large Value,Below Average,5.75,5.75,,10.17
1130,CDRAX,Open,--,16800.0,9.7,--,1.20*,2.53,--,--,Open,--,Jeffrey L. Knight,2014-03-11 00:00:00,03/11/2014,Conservative Allocation,Large Value,--,4.75,4.75,,-5.37
1131,GEQAX,Limited,1.69,16800.0,9400.0,1.07,1.02,1.02,19,--,Limited,Below Average,Peter Santoro,2014-06-25 00:00:00,03/04/1998,Large Value,Large Value,Below Average,5.75,5.75,,6.81
1132,INUTX,Open,2.44,16800.0,6400.0,1.01,1.01,1.01,73,2.51,Open,Low,Dean A. Ramos,2013-03-11 00:00:00,08/01/1988,Large Value,Large Value,Low,5.75,5.75,,8.96
1133,REBAX,Open,4.20,16800.0,647.5,1.13,1.13,1.13,26,5.89,Open,Low,Henry Stipp,2013-06-30 00:00:00,02/16/2006,Emerging Markets Bond,Low/Moderate,Low,4.75,4.75,,6.99
1134,UMEMX,Open,0.37,16800.0,1500.0,1.41,1.53*,1.57,80,--,Open,Average,Robert B. Cameron,2008-12-31 00:00:00,01/02/1998,Diversified Emerging Mkts,Large Growth,Average,None,,,6.3
1135,INEGX,Closed,0.31,16800.0,1100.0,1.93,1.94,1.94,61,--,Closed,Average,Dean A. Ramos,2013-03-11 00:00:00,05/14/1984,Large Value,Large Value,Average,5.00,,5.00,9.61
1136,AXEAX,Open,0.74,16800.0,580.8,1.42,1.43,1.43,73,--,Open,Average,Anne Steele,2014-07-01 00:00:00,06/26/2000,Europe Stock,Large Growth,Average,5.75,5.75,,3.38
1137,CFIAX,Open,3.50,16800.0,667.3,1.02,1.27*,1.29,48,3.08,Open,Below Average,David L. King,2011-07-28 00:00:00,07/28/2011,Moderate Allocation,Large Value,Below Average,5.75,5.75,,9.42
1138,RFRAX,Open,3.77,16800.0,975.0,1.06,1.07*,1.08,57,4.03,Open,Average,Ronald Launsbach,2012-04-01 00:00:00,02/16/2006,Bank Loan,Low/Limited,Average,3.00,3.00,,3.78
1139,IGBFX,Open,0.19,16800.0,126.9,1.10,1.09*,1.32,47,2.05,Open,Above Average,Gene R. Tannuzzo,2014-05-31 00:00:00,03/20/1989,World Bond,Mid/Moderate,Above Average,4.75,4.75,,6.13
1140,CSVFX,Open,2.62,16800.0,894.1,1.00,1.05,1.05,75,--,Open,Below Average,Dean A. Ramos,2013-03-11 00:00:00,11/09/2000,World Stock,Large Value,Below Average,None,,,9.87
1141,UMESX,Open,0.98,16800.0,297.7,1.05,1.07,1.07,34,--,Open,Below Average,Jonathan Mogil,2012-08-01 00:00:00,12/31/1992,Natural Resources,Large Value,Below Average,None,,,11.18
1142,IGLGX,Open,0.34,16800.0,389.9,1.45,1.50,1.50,46,--,Open,Above Average,Pauline Grange,2013-10-01 00:00:00,05/29/1990,World Stock,Large Growth,Above Average,5.75,5.75,,5.16
1143,RRIAX,Open,0.76,16800.0,442.5,1.16,1.17,1.17,51,--,Open,Low,Tom West,2013-09-12 00:00:00,02/19/2009,Mid-Cap Blend,Large Growth,Low,5.75,5.75,,24.51
1144,IMRFX,Open,0.88,16800.0,773.3,1.18,1.19,1.19,104,2.05,Open,Below Average,Toby Nangle,2013-08-30 00:00:00,01/23/1985,World Allocation,Large Blend,Below Average,5.75,5.75,,8.87
1145,CMTFX,Open,0.00,16800.0,261.3,1.17,1.20,1.20,68,--,Open,Average,Rahul Narang,2012-07-17 00:00:00,11/09/2000,Technology,Large Growth,Average,None,,,5.33
1146,NGCAX,Open,1.39,16800.0,128.4,1.57,1.54,1.54,61,--,Open,Below Average,Jasmine Huang,2005-05-19 00:00:00,05/16/1997,China Region,Large Growth,Below Average,5.75,5.75,,9.53
1147,INEAX,Open,5.13,16800.0,2000.0,1.07,1.07,1.07,63,4.28,Open,Average,Jennifer Ponce de Leon,2010-05-26 00:00:00,12/08/1983,High Yield Bond,Low/Moderate,Average,4.75,4.75,,7.87
1148,SRHMX,Open,4.72,16800.0,782.8,0.67,0.69*,0.76,12,3.66,Open,Average,Chad H. Farrington,2009-02-20 00:00:00,03/05/1984,High Yield Muni,Low/Extensive,Average,None,,,6.97
1149,RBBAX,Open,3.26,16800.0,1400.0,1.07,1.07,1.07,28,2.96,Open,Below Average,Zach Pandl,2013-02-14 00:00:00,02/16/2006,Conservative Allocation,Large Value,Below Average,4.75,4.75,,5.50
1150,AIOAX,Open,4.61,16800.0,3200.0,1.08,1.13,1.13,65,4.00,Open,Average,Brian J. Lavin,2003-06-19 00:00:00,06/19/2003,High Yield Bond,Low/Moderate,Average,4.75,4.75,,7.02
1151,APSAX,Open,1.82,16800.0,247.1,0.85,0.85*,1.14,91,-0.42,Open,Above Average,Orhan Imer,2012-05-01 00:00:00,03/04/2004,Inflation-Protected Bond,Mid/Limited,Above Average,3.00,3.00,,3.63
1152,SRBFX,Open,2.59,16800.0,3600.0,0.60,0.60*,0.66,239,2.60,Open,Below Average,Michael W. Zazzarino,2010-05-26 00:00:00,12/05/1978,Intermediate-Term Bond,Mid/Moderate,Below Average,None,,,7.63
1153,CNBAX,Open,1.58,16800.0,74.8,1.09,1.09*,1.35,16,2.28,Open,Above Average,Gene R. Tannuzzo,2014-05-31 00:00:00,12/01/2008,World Bond,Mid/Limited,Above Average,4.75,4.75,,2.89
1154,NIVLX,Open,6.28,16800.0,203.7,1.43,1.42,1.42,100,--,Open,Average,Daisuke Nomoto,2013-08-30 00:00:00,12/27/1995,Foreign Large Value,Large Value,Average,5.75,5.75,,8.37
1155,NMIAX,Open,1.15,16800.0,387.8,0.89,1.02*,1.25,101,--,Open,Low,Peter Albanese,2014-08-07 00:00:00,07/31/1996,Large Blend,Large Blend,Low,5.75,5.75,,7.87
1156,GAEGX,Limited,0.16,16800.0,3200.0,1.19,1.14,1.14,88,--,Limited,Average,Peter Deininger,2010-05-01 00:00:00,12/14/1990,Large Growth,Large Growth,Average,5.75,5.75,,8.56
1157,NINDX,Open,1.50,16800.0,3500.0,0.20,0.20,0.20,3,--,Open,Low,Christopher Lo,2014-12-03 00:00:00,12/15/1993,Large Blend,Large Blend,Low,None,,,9.06
1158,AQEAX,Open,1.46,16800.0,4300.0,1.11,1.08,1.08,73,--,Open,Below Average,Peter Albanese,2014-08-07 00:00:00,04/24/2003,Large Blend,Large Blend,Below Average,5.75,5.75,,8.46
1159,RDLAX,Open,0.78,16800.0,692.9,1.26,1.28,1.28,105,--,Open,Above Average,Peter Albanese,2014-08-07 00:00:00,05/17/2007,Large Growth,Large Growth,Above Average,5.75,5.75,,5.76
1160,RLCAX,Open,0.92,16800.0,971.8,1.18,1.27,1.27,90,--,Open,Average,Peter Albanese,2014-08-07 00:00:00,08/01/2008,Large Value,Large Value,Average,5.75,5.75,,7.32
1161,NLGIX,Open,2.35,16800.0,836.3,1.25,1.25,1.25,18,--,Open,Above Average,Beth Vanney,2011-11-16 00:00:00,10/15/1996,Large Growth,Large Growth,Above Average,5.75,5.75,,7.01
1162,ALDAX,Open,1.74,16800.0,1300.0,0.84,0.87,0.87,93,1.51,Open,Above Average,Royce D. Wilson,2012-05-01 00:00:00,06/19/2003,Short-Term Bond,Mid/Limited,Above Average,3.00,3.00,,3.12
1163,NMTAX,Open,0.00,16800.0,1000.0,1.23,1.23,1.23,99,--,Open,Average,Brandon Geisler,2011-10-01 00:00:00,04/10/2000,Large Growth,Large Growth,Average,5.75,5.75,,4.85
1164,CCMAX,Open,0.00,16800.0,223.6,1.28,1.30,1.30,119,--,Open,Above Average,Munish Malhotra,2012-07-20 00:00:00,09/28/2010,Large Growth,Large Growth,Above Average,5.75,5.75,,14.86
1165,NFEAX,Open,0.00,16800.0,1000.0,1.21,1.21,1.21,95,--,Open,Average,Coralie Witter,2010-11-01 00:00:00,12/31/1997,Large Growth,Large Growth,Average,5.75,5.75,,8.02
1166,COGAX,Open,0.00,16800.0,49.4,1.51,1.64*,1.80,149,--,Open,Above Average,Thomas F. Marsico,2008-04-30 00:00:00,04/30/2008,World Stock,Large Growth,Above Average,5.75,5.75,,5.57
1167,NMGIX,Open,0.00,16800.0,1600.0,1.18,1.18,1.18,97,--,Open,Average,Coralie Witter,2010-11-01 00:00:00,12/31/1997,Large Growth,Large Growth,Average,5.75,5.75,,7.05
1168,MAIOX,Open,0.20,16800.0,117.6,1.41,1.41,1.41,141,--,Open,Average,Munish Malhotra,2010-11-01 00:00:00,08/01/2000,Foreign Large Growth,Large Growth,Average,5.75,5.75,,3.91
1169,CMTAX,Open,0.00,16800.0,27.5,1.43,1.43*,1.78,14,--,Open,Average,Fred Copper,2010-05-01 00:00:00,02/14/2006,Foreign Large Blend,Large Growth,Average,5.75,5.75,,1.95
1170,CLSPX,Open,0.00,16800.0,2200.0,0.94,0.96,0.96,100,--,Open,Below Average,James E. King,2013-09-12 00:00:00,11/20/1985,Mid-Cap Growth,Mid Growth,Below Average,None,,,12.13
1171,NMPAX,Open,0.98,16800.0,3700.0,0.20,0.21*,0.42,14,--,Open,Low,Christopher Lo,2014-12-03 00:00:00,03/31/2000,Mid-Cap Blend,Mid Blend,Low,None,,,8.43
1172,CMUAX,Open,0.22,16800.0,3900.0,1.17,1.17,1.17,48,--,Open,Low,Jonas Patrikson,2014-06-25 00:00:00,11/20/2001,Mid-Cap Value,Mid Value,Low,5.75,5.75,,9.42
1173,IMNTX,Open,3.62,16800.0,447.7,0.83,0.83,0.83,12,1.90,Open,Average,Catherine M. Stienstra,2007-08-31 00:00:00,08/18/1986,Muni Minnesota,Mid/Moderate,Average,4.75,4.75,,5.37
1174,NIEQX,Open,0.00,16800.0,597.3,1.17,1.17,1.17,125,--,Open,Average,Dan Ison,2011-04-11 00:00:00,12/02/1991,Foreign Large Blend,Large Growth,Average,None,,,5.08
1175,ASVAX,Open,0.00,16800.0,369.1,1.40,1.51*,1.64,74,--,Open,Average,Shaun P. Nicholson,2014-08-20 00:00:00,06/18/2001,Small Value,Small Blend,Average,5.75,5.75,,8.52
1176,COLNX,Open,3.59,16800.0,177.1,0.78,0.78*,0.91,15,1.95,Open,Average,Catherine M. Stienstra,2010-10-01 00:00:00,09/26/1986,Muni New York Long,Mid/Extensive,Average,4.75,4.75,,5.55
1177,COSZX,Limited,2.13,16800.0,720.9,1.21,1.31*,1.46,63,--,Limited,Above Average,Daisuke Nomoto,2013-08-30 00:00:00,03/31/2008,Foreign Large Value,Large Value,Above Average,None,,,0.85
1178,USPAX,Open,1.41,16800.0,260.3,1.23,1.24,1.24,88,--,Open,Average,Christine Seng,2014-06-02 00:00:00,12/31/1992,Diversified Pacific/Asia,Large Growth,Average,None,,,5.08
1179,CREEX,Open,1.99,16800.0,556.7,1.03,1.03,1.03,80,--,Open,Below Average,Arthur J. Hurley,2006-09-15 00:00:00,04/04/1994,Real Estate,Mid Blend,Below Average,None,,,10.47
1180,CRAAX,Open,0.00,16800.0,214.9,0.75,1.16*,2.26,303,--,Open,Low,Toby Nangle,2014-03-17 00:00:00,06/19/2012,Tactical Allocation,Large Blend,Low,5.75,5.75,,1.54
1181,NSEPX,Open,0.91,16800.0,456.6,0.94,1.00,1.00,184,--,Open,Average,Melda Mergen,2014-10-31 00:00:00,10/02/1998,Large Blend,Large Blend,Average,None,,,5.94
1182,UMLGX,Open,0.00,16800.0,7300.0,0.85,0.85,0.85,53,--,Open,Below Average,Todd D. Herget,2009-03-27 00:00:00,10/01/1997,Large Growth,Large Growth,Below Average,None,,,6.72
1183,SLVAX,Open,1.06,16800.0,1000.0,1.18,1.18*,1.25,8,--,Open,Average,Kari L. Montanus,2014-01-02 00:00:00,04/25/1997,Large Value,Large Value,Average,5.75,5.75,,7.85
1184,SSCVX,Open,0.00,16800.0,471.4,1.40,1.38*,1.41,22,--,Open,Average,Kari L. Montanus,2014-01-02 00:00:00,04/25/1997,Small Blend,Small Blend,Average,5.75,5.75,,8.98
1185,SLMCX,Open,0.00,16800.0,3900.0,1.41,1.36,1.36,48,--,Open,Average,Shekhar Pramanick,2013-06-04 00:00:00,06/23/1983,Technology,Mid Growth,Average,5.75,5.75,,12.97
1186,SHGTX,Open,0.00,16800.0,542.3,1.50,1.50,1.50,81,--,Open,Above Average,Rahul Narang,2014-06-30 00:00:00,05/23/1994,Technology,Mid Growth,Above Average,5.75,5.75,,10.31
1187,NSTMX,Open,1.12,16800.0,2500.0,0.55,0.55*,0.64,81,0.72,Open,Below Average,Gregory S. Liechty,2010-05-01 00:00:00,09/30/1992,Short-Term Bond,High/Limited,Below Average,None,,,4.19
1188,NSMIX,Open,1.12,16800.0,2000.0,0.48,0.48*,0.64,31,0.42,Open,Below Average,Catherine M. Stienstra,2012-10-01 00:00:00,10/07/1993,Muni National Short,Mid/Limited,Below Average,None,,,3.25
1189,SMCEX,Open,0.19,16800.0,1000.0,1.10,1.12,1.12,19,--,Open,Below Average,Paul S. Szczygiel,2011-03-07 00:00:00,12/14/1992,Small Blend,Small Blend,Below Average,None,,,11.51
1190,CMSCX,Limited,0.00,16800.0,821.3,1.05,1.07,1.07,148,--,Limited,Below Average,Rahul Narang,2013-09-12 00:00:00,10/01/1996,Small Growth,Small Growth,Below Average,None,,,9.85
1191,NMSAX,Open,0.61,16800.0,3000.0,0.45,0.50,0.50,15,--,Open,Low,Vadim Shteyn,2011-08-01 00:00:00,10/15/1996,Small Blend,Small Blend,Low,None,,,8.94
1192,CSMIX,Open,0.55,16800.0,1000.0,1.31,1.31,1.31,38,--,Open,Below Average,John S. Barrett,2011-11-01 00:00:00,07/25/1986,Small Value,Small Value,Below Average,5.75,5.75,,9.06
1193,COVAX,Limited,0.22,16800.0,1600.0,1.29,1.33,1.33,36,--,Limited,Below Average,Jarl Ginsberg,2003-02-28 00:00:00,04/30/2002,Small Value,Small Value,Below Average,5.75,5.75,,8.64
1194,AMVAX,Open,0.94,16800.0,1300.0,1.25,1.26,1.26,110,--,Open,Below Average,Christian K. Stadlinger,2013-09-12 00:00:00,02/14/2002,Mid-Cap Value,Small Blend,Below Average,5.75,5.75,,9.13
1195,COSIX,Open,3.83,16800.0,2100.0,1.03,1.03,1.03,113,3.70,Open,Average,Zach Pandl,2013-02-14 00:00:00,04/21/1977,Multisector Bond,Low/Limited,Average,4.75,4.75,,8.19
1196,COLTX,Open,4.24,16800.0,4000.0,0.77,0.77,0.77,10,2.29,Open,Below Average,Kimberly Campbell,2002-01-31 00:00:00,11/21/1978,Muni National Long,Mid/Moderate,Below Average,4.75,4.75,,7.42
1197,COTZX,Open,1.85,16800.0,1300.0,0.80,0.80*,0.81,92,--,Open,Below Average,Christopher J. Olson,2014-01-01 00:00:00,09/25/2002,Conservative Allocation,Large Growth,Below Average,None,,,8.01
1198,AUGAX,Open,2.79,16800.0,1800.0,0.86,0.88*,0.94,413,2.16,Open,Below Average,Thomas Heuer,2010-05-01 00:00:00,02/14/2002,Intermediate Government,Mid/Moderate,Below Average,4.75,4.75,,4.52
1199,IUTIX,Open,1.56,16800.0,322.9,0.20,0.20*,0.41,76,1.10,Open,Low,Orhan Imer,2010-05-01 00:00:00,06/04/1991,Intermediate Government,High/Moderate,Low,None,,,5.73
1200,UMBIX,Open,0.58,16800.0,2000.0,0.96,0.96,0.96,55,--,Open,Average,J. Nicholas Smith,2009-08-01 00:00:00,12/31/1992,Large Blend,Large Blend,Average,None,,,12.85
1201,OAAAX,Open,1.32,16800.0,2500.0,1.19,1.19*,1.23,9,--,Open,Below Average,Dokyoung Lee,2014-05-30 00:00:00,04/05/2005,World Allocation,Large Growth,Below Average,5.75,5.75,,3.80
1202,OPTFX,Open,0.03,16800.0,5400.0,1.05,1.06,1.06,67,--,Open,Below Average,Michael S. Kotlarz,2012-06-29 00:00:00,01/22/1981,Large Growth,Large Growth,Below Average,5.75,5.75,,11.82
1203,OPPEX,Open,3.09,16800.0,2500.0,0.98,1.01*,1.06,93,1.49,Open,Below Average,Krishna K. Memani,2009-04-01 00:00:00,12/01/1970,Conservative Allocation,Large Value,Below Average,5.75,5.75,,10.79
1204,QRAAX,Open,0.00,16800.0,360.1,1.44,1.44*,1.73,80,--,Open,Average,Christopher Proctor,2013-07-22 00:00:00,03/31/1997,Commodities Broad Basket,--,Average,5.75,5.75,,-1.66
1205,OACIX,Open,1.65,16800.0,596.5,0.98,0.98*,1.08,12,--,Open,Below Average,Dokyoung Lee,2014-05-30 00:00:00,04/05/2005,Conservative Allocation,Large Growth,Below Average,5.75,5.75,,1.13
1206,OPIGX,Open,3.62,16800.0,1200.0,0.90,0.85*,0.99,113,2.61,Open,Average,Peter A. Strzalkowski,2009-04-27 00:00:00,04/15/1988,Intermediate-Term Bond,Mid/Moderate,Average,4.75,4.75,,4.49
1207,OFIAX,Open,3.00,16800.0,126.2,0.99,0.98*,0.99,119,2.69,Open,Above Average,Krishna K. Memani,2010-08-02 00:00:00,08/02/2010,Corporate Bond,Mid/Extensive,Above Average,4.75,4.75,,5.47
1208,ODMAX,Limited,0.09,16800.0,40300.0,1.31,1.32*,1.33,26,--,Limited,Low,Justin M. Leverenz,2007-05-01 00:00:00,11/18/1996,Diversified Emerging Mkts,Large Growth,Low,5.75,5.75,,13.52
1209,OPOCX,Limited,0.00,16800.0,2100.0,1.12,1.11,1.11,87,--,Limited,Low,Ash B. Shah,2014-02-28 00:00:00,09/11/1986,Small Growth,Small Growth,Low,5.75,5.75,,10.06
1210,OEGAX,Open,0.00,16800.0,481.9,1.47,1.35,1.35,89,--,Open,Above Average,Justin J. Livengood,2014-02-28 00:00:00,11/01/2000,Mid-Cap Growth,Mid Growth,Above Average,5.75,5.75,,5.42
1211,ODAAX,Open,0.00,16800.0,51.0,1.33,1.33,1.33,107,--,Open,Low,Benjamin Rockmuller,2014-01-28 00:00:00,12/28/2012,Multialternative,Mid Blend,Low,5.75,5.75,,-2.69
1212,OSVAX,Open,3.60,16800.0,207.1,1.26,1.13,1.13,73,2.25,Open,Above Average,Laton Spahr,2013-03-11 00:00:00,11/26/2002,Large Value,Large Value,Above Average,5.75,5.75,,7.69
1213,OEMAX,Open,5.13,16800.0,66.0,1.25,1.25*,1.43,251,3.64,Open,Average,Sara J. Zervos,2010-06-30 00:00:00,06/30/2010,Emerging Markets Bond,Low/Moderate,Average,4.75,4.75,,1.18
1214,OEQAX,Open,0.61,16800.0,1700.0,0.98,0.99,0.99,114,--,Open,Low,Laton Spahr,2013-03-11 00:00:00,10/02/1947,Large Growth,Large Growth,Low,5.75,5.75,,5.76
1215,OAEIX,Open,2.60,16800.0,6500.0,1.01,1.03,1.03,31,1.76,Open,Low,Michael S. Levine,2007-07-16 00:00:00,02/13/1987,Large Value,Large Value,Low,5.75,5.75,,11.61
1216,OAAIX,Open,0.71,16800.0,846.6,1.19,1.19,1.19,6,--,Open,Below Average,Dokyoung Lee,2014-05-30 00:00:00,04/05/2005,World Stock,Large Growth,Below Average,5.75,5.75,,5.86
1217,QVOPX,Open,0.00,16800.0,814.7,1.97,2.05*,2.12,76,--,Open,Above Average,Michelle Borr̩,2011-11-14 00:00:00,01/03/1989,Multialternative,Large Blend,Above Average,5.75,5.75,,8.63
1218,OPPAX,Open,0.72,16800.0,10300.0,1.14,1.14,1.14,11,--,Open,Low,Rajeev Bhaman,2004-08-02 00:00:00,12/22/1969,World Stock,Large Growth,Low,5.75,5.75,,11.45
1219,QVGIX,Open,1.84,16800.0,1700.0,1.35,1.27*,1.35,37,--,Open,Above Average,Mark A. Hamilton,2013-04-08 00:00:00,11/01/1991,World Allocation,Large Growth,Above Average,5.75,5.75,,8.03
1220,OGYAX,Open,5.17,16800.0,48.5,1.15,1.15*,1.63,103,5.14,Open,Above Average,Sara J. Zervos,2013-11-08 00:00:00,11/08/2013,High Yield Bond,--,Above Average,4.75,4.75,,-1.01
1221,OARAX,Open,1.83,16800.0,125.6,1.32,1.27*,1.57,59,--,Open,Low,Caleb Wong,2007-03-05 00:00:00,03/05/2007,Multialternative,Small Growth,Low,5.75,5.75,,0.81
1222,OPGIX,Open,0.00,16800.0,3400.0,1.17,1.18,1.18,16,--,Open,Low,Frank V. Jennings,1995-10-01 00:00:00,10/22/1990,World Stock,Mid Growth,Low,5.75,5.75,,11.01
1223,OGRAX,Open,1.41,16800.0,172.1,1.44,1.45*,1.49,100,--,Open,Average,David Wharmby,2013-03-20 00:00:00,03/20/2013,Global Real Estate,Mid Blend,Average,5.75,5.75,,0.86
1224,OPSIX,Open,4.59,16800.0,6700.0,0.97,0.99*,1.02,93,3.94,Open,Below Average,Michael A. Mata,2014-07-30 00:00:00,10/16/1989,Multisector Bond,Low/Moderate,Below Average,4.75,4.75,,7.38
1225,GLVAX,Open,0.13,16800.0,507.0,1.30,1.29,1.29,59,--,Open,Below Average,Randall Dishmon,2007-10-01 00:00:00,10/01/2007,World Stock,Large Growth,Below Average,5.75,5.75,,4.29
1226,OPGSX,Open,0.00,16800.0,981.0,1.21,1.15*,1.17,95,--,Open,Low,Shanquan Li,1997-07-01 00:00:00,07/19/1983,Equity Precious Metals,Mid Blend,Low,5.75,5.75,,5.5
